brand,model,year,price,mileage,horsepower,engine_capacity,engine_type,gear,transmission,bodywork,doors_num,steering_wheel,tech_condition,owners_num,vin,color
Audi,A6 allroad,2015,2550000,56000.0,333.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,WAGON,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,Q7,2008,820000,199000.0,350.0,4.2,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WA1**************,SNOW
Audi,S6,2014,2049000,158500.0,420.0,4.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A7,2011,1049000,157000.0,300.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,LIFTBACK,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,SNOW
Audi,A3,2014,950000,105000.0,122.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,A4,2013,850000,154000.0,170.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A8,2013,1590000,90000.0,290.0,,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A4,2014,1100000,91240.0,170.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,GRAY
Audi,A7,2014,1600000,28888.0,310.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,LIFTBACK,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A6,2015,1970000,85000.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,XW8**************,BLACK
Audi,A6,1997,200000,418798.0,150.0,2.6,GASOLINE,ALL_WHEEL_DRIVE,MT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,LIGHTGRAY
Audi,Q5,2009,670000,215000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,Q7,2016,3150000,114000.0,249.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,Q7,2010,1448000,174000.0,245.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A6,2015,1100000,120000.0,190.0,1.8,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,Q5,2009,800000,106000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,GRAY
Audi,A3,2009,480000,132000.0,102.0,1.6,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A3,2015,1450000,87000.0,180.0,1.8,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q3,2016,1795000,53472.0,180.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,GRAY
Audi,A4,2015,1049000,107300.0,120.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,Q5,2013,1230000,140000.0,225.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,XW8**************,SNOW
Audi,Q7,2016,4599000,27300.0,249.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,XW8**************,GRAY
Audi,A4,2015,1100000,149000.0,170.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,MEDIUMBLUE
Audi,Q3,2015,1570000,56100.0,180.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,SNOW
Audi,Q5,2020,3810000,0.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,SNOW
Audi,A8,2019,10638000,0.0,460.0,60,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A8,2019,7500000,0.0,340.0,55,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,GRAY
Audi,A4,2020,2600000,0.0,150.0,35,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,A4,2020,3361000,0.0,249.0,45,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A3,2020,1885400,0.0,150.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,LIGHTGRAY
Audi,A3,2014,760000,116000.0,122.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,SNOW
Audi,A4,1997,170000,325200.0,193.0,2.8,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,LIGHTGRAY
Audi,A4,2010,679000,111417.0,160.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,XW8**************,CRIMSON
Audi,A6 allroad,2002,250000,165000.0,250.0,2.7,GASOLINE,ALL_WHEEL_DRIVE,AT,WAGON,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,GRAY
Audi,A8,2013,1900000,101750.0,310.0,,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q7,2012,1500000,167000.0,245.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A3,2017,1170000,61500.0,150.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,SNOW
Audi,Q5,2020,3460000,0.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,A8,2013,1690000,186000.0,310.0,,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,TT,2014,1918000,34789.0,230.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,COUPE,2.0,LEFT,NOT_BEATEN,2.0,TRU**************,CRIMSON
Audi,S8,2008,710000,128000.0,450.0,5.2,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,GRAY
Audi,A6,2009,699000,175000.0,220.0,2.8,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,R8,2007,2600000,36500.0,420.0,,GASOLINE,ALL_WHEEL_DRIVE,AMT,COUPE,2.0,LEFT,NOT_BEATEN,3.0,WUA**************,BLACK
Audi,Q5,2015,1485000,177016.0,177.0,,DIESEL,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,SNOW
Audi,A6,2005,555000,241000.0,163.0,,DIESEL,ALL_WHEEL_DRIVE,AT,WAGON,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,MEDIUMBLUE
Audi,Q5,2012,1300000,111000.0,225.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q7,2016,3520000,85000.0,249.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A4,2020,3073433,0.0,150.0,35,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,SNOW
Audi,Q5,2010,859000,80115.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,PERU
Audi,A1,2011,550000,75500.0,122.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,3.0,LEFT,NOT_BEATEN,3.0,WAU**************,INDIGO
Audi,A4,2019,2648000,7123.0,150.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q5,2015,1995000,87000.0,245.0,,DIESEL,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,A3,2007,480000,155000.0,105.0,,DIESEL,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q5,2016,2120000,76000.0,230.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,SNOW
Audi,A6,2011,650000,113050.0,290.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A6,2002,290000,196000.0,220.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,GREEN
Audi,Q7,2008,690000,133000.0,280.0,3.6,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A6,2009,590000,152000.0,190.0,2.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A1,2011,662000,130807.0,122.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,3.0,LEFT,NOT_BEATEN,3.0,WAU**************,CRIMSON
Audi,Q7,2015,2595000,140170.0,333.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,RS 7,2013,4900000,39900.0,560.0,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,LIFTBACK,5.0,LEFT,NOT_BEATEN,3.0,WUA**************,GRAY
Audi,A3,2009,440000,127460.0,160.0,1.8,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,Q5,2020,3540000,0.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A3,2012,652000,97556.0,105.0,1.2,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q5,2010,900000,139000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,XW8**************,GRAY
Audi,A4,2003,300000,400000.0,163.0,1.8,GASOLINE,FORWARD_CONTROL,MT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,LIGHTGRAY
Audi,Q8,2018,5450000,46000.0,340.0,55,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,A5,2017,2895000,51000.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,LIFTBACK,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,GRAY
Audi,Q5,2015,1679000,67205.0,225.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,Q7,2019,4575000,17610.0,249.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,MEDIUMBLUE
Audi,Q7,2008,900000,197000.0,326.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,MEDIUMBLUE
Audi,Q7,2008,795000,212000.0,326.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,PERU
Audi,A4,2008,615000,155000.0,160.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,CRIMSON
Audi,A1,2013,679000,82225.0,122.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,CRIMSON
Audi,TT,2001,350000,167000.0,180.0,1.8,GASOLINE,FORWARD_CONTROL,MT,COUPE,2.0,LEFT,NOT_BEATEN,3.0,TRU**************,GRAY
Audi,A8,2007,800000,170000.0,350.0,,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,MEDIUMBLUE
Audi,A8,2008,640000,187000.0,260.0,,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,Q5,2011,999000,132000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,GRAY
Audi,A5,2014,1250000,96000.0,225.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,COUPE,2.0,LEFT,NOT_BEATEN,3.0,WAU**************,SNOW
Audi,A4,2020,2466000,0.0,190.0,40,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,e-tron,2020,6981281,0.0,408.0,55,ELECTRO,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,A4,2020,2800000,0.0,190.0,40,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,A8,2019,6600000,22229.0,340.0,55,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,A4,2020,2940000,0.0,190.0,40,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,Q3,2013,1630000,43800.0,170.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,e-tron,2020,7300011,0.0,408.0,55,ELECTRO,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,80,1987,55000,250000.0,75.0,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,LIGHTGRAY
Audi,A4,2011,799000,112000.0,120.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,A6,2006,370000,172000.0,177.0,2.4,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A4,2011,670000,136000.0,160.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,GRAY
Audi,S8,2014,3500000,92000.0,520.0,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A4,2010,749000,132000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,SNOW
Audi,A4,2020,3240000,0.0,150.0,35,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,SNOW
Audi,A3,2020,2004069,0.0,190.0,2.0,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,GRAY
Audi,A5,2016,1700000,130000.0,230.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,COUPE,2.0,LEFT,NOT_BEATEN,1.0,WAU**************,MEDIUMBLUE
Audi,Q5,2014,1559000,121000.0,225.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,Q8,2019,6790000,17380.0,249.0,45,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,GRAY
Audi,S8,2016,6000000,40000.0,605.0,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WUA**************,BLACK
Audi,Q7,2007,675000,175800.0,280.0,3.6,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,MEDIUMBLUE
Audi,Q7,2013,1750000,109000.0,272.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,XW8**************,BLACK
Audi,Q3,2012,1089000,68696.0,170.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,Q3,2013,1299999,80000.0,170.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,S6,2015,2700000,77000.0,450.0,4.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,MEDIUMBLUE
Audi,A8,2020,10517765,0.0,249.0,45,DIESEL,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A6,2003,345000,182000.0,170.0,2.4,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,DARKSLATEBLUE
Audi,A5,2012,1395000,64000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,COUPE,2.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,A4,2014,1135000,83022.0,170.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,Q5,2020,4461323,0.0,249.0,,DIESEL,ALL_WHEEL_DRIVE,AT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A3,2005,420000,176000.0,150.0,2.0,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A8,2008,570000,123000.0,260.0,,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A3,2008,465000,167000.0,160.0,1.8,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,A4 allroad,2010,888000,186000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,WAGON,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,Q3,2020,2974000,0.0,180.0,40,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,SNOW
Audi,Q5,2019,3789400,0.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A8,2012,900000,197000.0,290.0,,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,BLACK
Audi,Q3,2017,1270000,87703.0,150.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,Q5,2009,849000,142000.0,211.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,GRAY
Audi,TT,2007,820000,67000.0,200.0,2.0,GASOLINE,FORWARD_CONTROL,AMT,COUPE,2.0,LEFT,NOT_BEATEN,3.0,TRU**************,SNOW
Audi,100,1991,140000,300000.0,174.0,2.8,GASOLINE,FORWARD_CONTROL,MT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,GRAY
Audi,A6,2020,4737300,0.0,249.0,45,DIESEL,ALL_WHEEL_DRIVE,AT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
Audi,A4,2014,1000000,95000.0,170.0,1.8,GASOLINE,FORWARD_CONTROL,CVT,SEDAN,4.0,LEFT,NOT_BEATEN,2.0,WAU**************,SNOW
Audi,A3,2008,455000,179600.0,102.0,1.6,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,3.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A6,2017,1950000,90000.0,249.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,MEDIUMBLUE
Audi,Q3,2014,1240000,145000.0,170.0,2.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,SNOW
Audi,A6,2017,1550000,123500.0,190.0,1.8,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,1.0,WAU**************,BLACK
Audi,A6,2011,949000,165000.0,300.0,3.0,GASOLINE,ALL_WHEEL_DRIVE,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,3.0,WAU**************,SNOW
Audi,A3,2010,439000,263390.0,125.0,1.4,GASOLINE,FORWARD_CONTROL,AMT,HATCHBACK,5.0,LEFT,NOT_BEATEN,1.0,WAU**************,MEDIUMBLUE
Audi,A5,2020,4420600,0.0,249.0,45,GASOLINE,ALL_WHEEL_DRIVE,AMT,COUPE,2.0,LEFT,NOT_BEATEN,0.0,WAU**************,CRIMSON
Audi,A6,2000,159000,297000.0,165.0,2.4,GASOLINE,FORWARD_CONTROL,AT,WAGON,5.0,LEFT,NOT_BEATEN,3.0,WAU**************,BLACK
Audi,A4 allroad,2020,3469237,0.0,249.0,45,GASOLINE,ALL_WHEEL_DRIVE,AMT,WAGON,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,SNOW
Audi,Q3,2020,2847948,0.0,180.0,40,GASOLINE,ALL_WHEEL_DRIVE,AMT,ALLROAD,5.0,LEFT,NOT_BEATEN,0.0,WAU**************,MEDIUMBLUE
Audi,A4,2020,2275000,0.0,150.0,35,GASOLINE,FORWARD_CONTROL,AMT,SEDAN,4.0,LEFT,NOT_BEATEN,0.0,WAU**************,BLACK
